id,价格,评价,评价日期,票务类型,评论,,
匿名用户,280,2,2021.09.26,三清山风景名胜区门票+上下行索道票-江西居民票,和十多年前比，体验不是差了一大截。各种电缆线胡乱穿过山体绿植中的或者是七七八八悬挂在高空栈道边缘；年久失修的路牌指示牌或其他设施被随意丢弃在路边；栈道上原来遵从自然被保留的树木被砍个精光；山上为本就数不多的公厕基本呈废弃状态，要么设施破旧，要么没水没人打理卫生；整体风光也被不远处挖掘后的裸露山体破坏；可能疫情的原因，游客不多，工作人员也没以前热情了，也不知道是不是工作人员聚在景区岗亭内打牌……唉，这还是我们上饶引以为豪的国家5A级景区吗？还是我一直极力向外地同事朋友推荐的世界地质公园吗？失望的，可惜了,,
luo罗luo罗l,280,5,2021.10.06,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),国庆一家人出游，整体很不错，早上五点多起床，六点从婺源出发，包车五百，七点到，八点上山，酒等了十多分钟，可能去的比较早，人不是特别多。相对于泰山黄山人挤人，这里还是值得推荐游玩的地方，风景很不错，值得推荐,,
WeZ278625939,280,5,2021.10.06,三清山风景区成人票-门票+上行索道票,此山环境优美，整体爬着不累，台阶很少，坐缆车上去后转中圈大概6-8个小时，很值得一去，推荐大家一定要来三清山转转,,
阿芈阿芈,280,4,2021.11.13,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用), ,,
最好的时光2021,280,4,2021.12.03,三清山风景名胜区成人门票+上行下行索道票(金沙与双溪通用)-仅限周五下午入园使用,长得像眼镜蛇一样的石头,,
CAb332303087,280,5,2021.10.16,三清山风景区成人票-门票+上行索道票,一个人去的 在玉台那借了帐篷睡在山顶上 半夜下雨 微微有丝凉 第二天日出并不完美 有机会再去 爬山很舒服,,
龙行天下WWQ,280,5,2021.10.06,三清山风景区成人门票+上行索道票-仅限周五下午使用,一次很愉快的旅游，没有被坑了的感觉，游玩全程都很开心，风景也十分的漂亮，不虚此行！,,
tOt932849844,280,5,2021.10.13,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),设施挺好，景区路线规划很好，一步一景，看到三清山的险峻奇秀，领略了各种风光，感受到了大自然非凡力量。,,
bin206,280,5,2021.09.24,三清山风景名胜区门票+上下行索道票-江西居民票,每次来了三清山之后都会有还想再来一次的冲动，这不趁着活动，带孩子们来目睹祖国的大好河山，三清山的奇秀壮丽让自己的心胸都开阔。坐缆车上山，然后开始爬山，一趟下来花了5个多小时，整体来说还好，阶梯没有很多，算是比较轻松。,,
千里寻农,280,5,2021.10.13,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),不建议放假的时候来游玩，山上的东西是真的贵，风景还是可以的，棒棒的，不愧是国家5A级景区，强烈推荐,,
jjzyp萍,280,5,2021.10.18,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),非常不错的一座山，自然风貌，雄伟壮观。一定要做索道呀，很大,,
匿名用户,280,1,2021.10.12,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),是一次体验感特别差的景区，里面的工作人员非常不热情，问路，一问三不知，什么都不告诉，指示牌不清楚，到了岔路口没有指示牌，迷路了打了景区救援电话，很难打，好不容易打通了，表达不清楚，告诉我竟然是错误的信息，幸好遇到游客把我带下山了，也没有接到景区回访电话，一点没有把游客的安全放在心里，总之是一次非常糟糕的旅行，再也不想去了,,
SweEtcAt丶sy,280,4,2021.10.31,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),值得推荐，景色很好，空气也很好,,
yTv713100331,280,4,2021.12.01,三清山门票+索道上下行（金沙与双溪通用）-成人票,景点非常漂亮，简直就是浓缩的小黄山，总体感觉景点卫生安全。,,
匿名用户,280,2,2021.10.03,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),下索道 没有指示，下到另一个索道，距离比较远 免费换乘班车没有指示，服务电话也没有人接，只能走私车,,
VMl747907931,280,5,2021.10.19,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),三清山风景秀美，各种造型花岗岩石柱石壁令人惊叹，植被非常茂盛,,
Coj758229202,280,4,2021.10.04,三清山风景名胜区门票+上下行索道票-江西居民票,云雾缭绕人间仙境,,
匿名用户,280,4,2021.12.01,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),比现场买优惠，就是爬山爬的脚痛了一星期,,
mLB242738026,280,4,2021.12.03,三清山风景名胜区手机语音导览票（不含门票）,很美的地方，交通，住宿都方便，必须去。,,
匿名用户,280,1,2021.10.11,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),国庆期间下午17：30缆车停止，三清山内徒步路线漫长，国庆期间早晨缆车排队时间漫长，很多游客无法及时在缆车关停时间前乘坐。只能自己步行两个多小时下山。景区的安排极度不人性，但缆车票价倒是很高，而且只能当天用，隔天缆车需要重新买票。三清山只会去一次，以后不会再去！,,
EmmyQAQ,280,5,2021.09.29,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),道路很干净，风景很好看，现在10月份来，很凉快，推荐老年人和小孩就走走小圈范围，大圈真的需要体力好才行。,,
XHn117335117,280,4,2021.09.04,三清山门票+索道上下行（金沙与双溪通用）-成人票, ,,
楿77,280,4,2021.10.02,三清山风景区成人票-门票+上行索道票,江山如此多娇，景色宜人,,
zuoboyu,280,5,2021.09.04,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),非常美，就在最好的季节最好的天气，邂逅三清山，与神女峰相伴，赏巨蟒出山的壮美，观日出之美景，很开心的一次旅行。,,
Oai488213670,280,4,2021.08.04,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),山下住宿方便，价格才80一个标间，吃的也不贵，两日游一天走个大环线，阴、雾、雨、晴，一天内欣赏了不同美景，山顶凉快 适合避暑，五A景区真的不错。看云海，观雨中飞瀑，雾中神女峰、巨蟒出山，空中栈道，西海岸，阳光海岸美景不断。,,
匿名用户,280,5,2021.11.25,三清山门票+东部金沙索道（上行+下行）联票(成人票),请至少当天的0点前购买,非常不错，值得去玩。,
zyj渡,280,4,2021.10.05,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),好累 但是风景美不胜收,,
匿名用户,280,5,2021.09.25,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),值得一游，一天看不够，太美,,
IJr639896947,280,2,2021.10.13,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),雾太大，什么都看不到，景也没了，失望而回。,,
匿名用户,280,4,2021.11.09,三清山风景名胜区门票+上下行索道票-江西居民票,阳光海岸真的超级美。自然的风景最美。,,
uya427316230,280,3,2021.11.06,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,环境不错，空气也好，看看风景人也不是很多,,
uya427316230,280,3,2021.11.06,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),服务好，环境不错，空气不错人不多,,
楠姐169,280,3,2021.11.04,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),只可惜，天公不作美，雾气腾腾，期待下次再去,,
吉姆天上飞,280,4,2021.10.19,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),我们去的时候人很少，高度超级高，有点小恐高，坐在缆车上好久，这也是做过的单程时间最长的高空索道！,,
sanmao3291,280,3,2021.10.04,学生票（学子卡）-上饶4A级及以上旅游景区通用,需要索道票80，指的是门票免费，景区门票便宜十块135，网上贵，儿童半价120，优惠了40,,
Epd627813741,280,5,2021.09.17,三清山风景名胜区门票+上下行索道票-江西居民票,风景很好，有时间可以多玩一天,,
xla101750753,280,5,2021.09.02,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),除了卫生间没水，其他都很OK,,
一只泽可爱,280,5,2021.07.13,三清山风景区成人票-门票+上行索道票,三清山真的很值得去，一天就搞定了，第一次见到像水一样流动的雾，整个人置身于仙境中，去的时候刚刚好全程无太阳，一点没有被太阳晒到，山上挺凉快，就是厕所太少了。而且路标指示不是很明确，最好结伴，不然会迷路,,
顺流而上168,280,4,2021.10.26,三清山门票+索道上下行（金沙与双溪通用）成人票,设施齐全，服务没有。上山开心，下山臭汗。,,
XID437383099,280,5,2021.09.07,三清山风景名胜区门票+上下行索道票-江西居民票,「南清园」「阳光海岸景区」「西海岸风景区」景色秀丽，景点都非常棒，工作人员服务也好，点赞，推荐！！！,,
weiqing0417,280,3,2021.10.19,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),還可以的，景色不錯，確實感覺像小黃山。,,
PlZ675238895,280,5,2021.10.05,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),景色非常好，风景秀丽,,
Iyb811306681,280,4,2021.10.25,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),挺好的，喜欢爬怕山的可以体验下。,,
qOZ937833627,280,1,2021.10.03,学生票（学子卡）-上饶4A级及以上旅游景区通用,在李坑白白把我的消掉了，让他爸爸又美团预约了，然后在簧岭自己花钱买的门票，当场预约只能约第二天的，各种套路，,,
平凡的日子2821,280,3,2021.10.07,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),总体来说还可以，体力好的可以爬上去，爬上山估计个把小时，这样更有乐趣，玩完再坐缆车下去,,
zvb840528381,280,2,2021.10.04,三清山风景区门票+上行下行索道票(金沙与双溪通用)-65周岁(含)以上老人票,三清山风景区感觉很一般吧，没有太大的看点。和黄山比起来差的还是太远了，号称小黄山感觉不值。,,
xdbxdbxdbx,280,5,2021.10.07,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),没力气了从双溪的索道下，居然有免费大巴送我们去金沙索道，好评，哈哈，22km啊,,
云间树,280,4,2021.06.15,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),上海过去的，是第三次去了，高铁到玉山南站，出站右转坐6路公交到玉山县城，下车右手边就是长途汽车站，坐的是去外双溪的车，疫情当下人流少了太多了，10点多到的快一点才发车，经验主义害人，近10年前去的时候人太多，所以选的外双溪，现在人太少一天就三班车。山上过了一夜，选的日上，位置很好，这次下小雨看到了云雾，美如仙境。,,
龍知章,280,3,2021.10.17,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),人多，山上有点冷，三清宫有点年代感,,
EmmyQAQ,280,5,2021.09.29,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,挺好的,,
RVi111072891,280,4,2021.10.08,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),设施还不错，就是我们在里面观赏时，路没走对，多走了些冤枉路，总体还悬不错的,,
冰海三号,280,4,2021.10.18,三清山门票+索道上下行（金沙与双溪通用）成人票,雾太大,,
Ucb466234962,280,5,2021.10.16,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),风景优美，令人心旷神怡。,,
wqX606219173,280,5,2021.10.17,三清山风景区门票+上行下行索道票(金沙与双溪通用)-65周岁(含)以上老人票,很美！,,
wqX606219173,280,5,2021.10.17,三清山门票+索道上下行成人票,很美！,,
徐长安XGF,280,5,2021.07.30,三清山门票+索道上下行（金沙与双溪通用）-成人票,很美啊，第一次去是和一个堂姐姐，那时候太小了，记忆模糊了。时隔十几年，自己和朋友一同登上山顶、走完全程，沿途风景是很美的，送上登高诗一首：woc、woc、woc,,
zKq474148813,280,5,2021.10.14,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),不错！,,
匿名用户,280,3,2021.08.25,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),环境蛮好的，景色也不错，有点晒，索道限制了时间，我们出发比较晚，时间不够，大半天走个来回累晕了。,,
匿名用户,280,3,2021.10.02,学生票（学子卡）-上饶4A级及以上旅游景区通用,这是我最喜欢的一个平台之一，因为在这总事能挖掘到很多新奇的东西棒棒的！,,
ZW享受生活520,280,3,2021.10.08,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,还不错，挺方便的！索道下行可以两天内有效！,,
NAJ441646067,280,5,2021.10.07,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),非常值得打卡的地方，风景很美很独特,,
JCw582558289,280,5,2021.09.22,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),风景是真的美啊，就是有点费腿,,
匿名用户,280,2,2021.07.31,三清山风景区门票+上行索道票(金沙与双溪通用)-儿童票,这你敢信？小庙都算不上，劳资走了nm5个小时，宁就给我看这个？,,
小奇猫猫,280,2,2021.09.19,三清山风景名胜区门票+上下行索道票-江西居民票,景区很美 检票的态度特别特别特别的差,,
BvF637807005,280,1,2021.10.03,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),网上买票太坑爹了，索道选择都是自定义贵的,,
c超政经,280,3,2021.10.03,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),不错 不错 还不错 风景如画，就是爬的时候太累了,,
匿名用户,280,4,2021.10.03,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),值得一看风景很美。只是没有好餐厅要带好吃的,,
lili吃饱饱,280,5,2021.10.03,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),苦是真的苦，但很值得！！推荐大家游玩,,
QmW263812846,280,3,2021.10.04,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),okkkkkk挺好好好好的  风景不错ccc,,
qvt312450883,280,4,2021.10.06,三清山门票+索道上行（金沙与双溪通用）成人票,值得一去,,
匿名用户,280,4,2021.05.03,三清山风景区成人票-门票+上行索道票,整体感觉不错，我的方向感不错，爬了一整圈，建议就是景区指示牌不够细致，好多人拿着地图走到什么地方也是一头雾水，一定要顺时针方向游览，这样节省体力才可以看更多景点（我的路线分享给大家：我个人就是从金沙索道上去，出来索道直接右转——走一段栈道，少许上台阶就会看到巨蟒出山（这一段都是仰视角度）——到有女神峰和女神宾馆指示牌小平台时左转上去，不要直上，）——上来后会看到女神像，万笏朝天，可以平视巨蟒出山——女神宾馆朝上继续走——南清园，没有走东南栈道，（后来遇到游人交流证明我的选择更加明智），杜鹃谷，玉台，玉女开怀，一线天【这个走向一线天是下坡路，】——日上平台，继续往上，这里会有两个路线，一个是外圈西海岸栈道，三清福地，阳光海岸景区一个是小圈类似抄近路直接略过这三个景区也就只是围绕南清园景区走一圈，个人觉得西海岸只是上行一段是上坡路，后面基本都是栈道，风景更美事业更开阔，——后面就是顺着路线走，只要不下次找个阴天或是小雨天再去一次，领略一下走回头路基本都是下行，后面可以俯视角度看巨蟒出山，——后面就可以原路下山，至此就是一个相对来说省力气基本囊括所有精华景点看了，差不多7个多小时,,
嘉樂110,280,5,2021.05.20,三清山门票+索道上下行记者/残疾人/消防员票,作为江西省唯一一个世界自然遗产地和5a级景区，三清山确实风景秀丽。值得一去，我们去的那天天气很棒，看到了最美的三清山。本来我们是打算从东门也就是金沙索道上山的，但是去到的时候说是山上有大风，索道关掉了，我们又自驾车绕行了20多公里，到了南门做外双溪索道上山走了一个逆行的环线。还好两个索道票是可以通用的。在美团这里买票很方便，不用换票，直接刷身份证就可以进去了。,,
Xcb132113730,280,5,2021.10.05,三清山风景区成人门票+上行索道票-仅限周五下午使用,非常棒，很满意。,,
绿野凌,280,4,2021.07.20,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),花岗岩地貌太美啦，随手出大片，山上很凉，三清宫那边还有很多唱歌好听的小鸟，可爱的松鼠。真的很大，一天没逛完，但不虚此行，推荐！,,
TnO124602561,280,4,2021.09.29,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),三清山很大一天游不完，旅游还是要有伴才好玩,,
feY246504287,280,3,2021.08.16,三清山风景名胜区门票+上下行索道票-江西居民票,爬就完事 当天下雨 上去的时候还是雾茫茫的 到了中午景色才不错,,
匿名用户,280,4,2021.10.01,三清山风景名胜区手机语音导览票（不含门票）,很好,,
剑傲风,280,5,2021.08.15,三清山风景名胜区门票+上下行索道票-江西居民票,三清福地，景色壮观，非常不错的一次旅行体验。,,
我快饿脱皮了,280,3,2021.09.28,三清山风景名胜区门票+上下行索道票-江西居民票,还可以，虽然累，但是很好特别满足,,
zIZ302662851,280,4,2021.08.06,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),方便，【环境】好【交通】便利，好,,
tikahou,280,4,2021.08.02,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),景点很漂亮，一天游玩有些累了,,
Zfd278467871,280,3,2021.09.26,三清山风景名胜区门票+上下行索道票-江西居民票,风景好，就是一天走下来有点累，,,
AOL614621079,280,3,2021.09.21,三清山风景区成人票-门票+上行索道票,还可以可以可以了可乐克洛泽可惜了可可西里楼积极魔龙内容,,
tikahou,280,3,2021.08.02,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),缆车有些时间长，景色不错，比庐山要好！,,
bin206,280,5,2021.09.24,三清山风景名胜区门票+上下行索道票-江西居民票,不亏是5A级景区，风景很壮丽。,,
小奇猫猫,280,2,2021.09.19,三清山风景名胜区门票+上下行索道票-江西居民票,环境很好 就是检票的服务差 还说脏话,,
cosskai2,280,1,2021.05.03,三清山风景区成人票-门票+上行索道票,人挤人，提前不提示人可以走另外一条索道，非要人累的半死再次爬山临近金沙索道十分钟了，来建议游客去外双溪排队，一条排队一个多小时，一条40分钟，还是建议去双溪。我从双溪浪费了两个多小时让我再多走40分钟回去？结果这十分钟路程又排队两个半小时。建议的果然对。什么*管理？什么美景值得我站到腰酸背疼？再也没爱不回来了。除了西海岸栈道，没有别的特色。不要为了走满一圈而把自己累劈了排郁闷了。索道不通用，只要下去有免费摆渡车。希望点评可以帮到人，别在犯2点就能下山，结果7点还在排队的惨案。这一切都是可以避免的！,,
PVC555613015,280,1,2021.07.24,None,真的好垃圾，除了收钱，啥也不管，一点服务都没有，标识也不清楚，人走到哪都不知道，工作人员都在房子里睡觉，问啥都说不知道，上去了走了3个小时走了好多冤枉路，回来时候说索道停了，我们根本没接到通知和周围的游客聊了聊基本都是新游客，也是怨气大的不得了，根本不可能有回头客，别去踩雷了，100块的门票我都觉得不值,,
PSh869019648,280,3,2021.07.12,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),坐索道上去，然后花了七个小时爬完了全程，山上非常舒服,,
MrFang诚,280,5,2021.09.17,三清山门票+索道上下行- 学生票,风景很美，很秀丽,,
匿名用户,280,4,2021.07.30,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,我每个月林林总总要买点几次外卖，如果逐一评价我会很崩溃，所以特别制作一下模版，当你看到这段话的时候，说明我对此还算满意。我每个月林林总总要买点几次外卖，如果逐一评价我会很崩溃，所以特别制作一下模版，当你看到这段话的时候，说明我对此菜品还算满意,,
MrFang诚,280,5,2021.09.17,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),非常好玩,,
胡雯whowen,280,4,2021.07.19,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),三清山很美，如果住在山里，会在第一天下午3点到第二天上午10点前，体验山里人烟稀少风景幽美壮阔的清寂感。全程只有在下了缆车准备离开之际，对景区套路产生了一点点反感，下山的缆车之前工作人员让拍照，说下了索道会赠送一张旅游纪念照片，下了山确实有赠送一张超小的，旁边有一张一模一样的超大的，说让我们花20块钱买下来就可以把照片上的风景和我们带走。,,
匿名用户,280,5,2021.09.16,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),挺好的,,
匿名用户,280,5,2021.09.16,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,挺好的,,
FNo770149290,280,5,2021.06.26,三清山门票+索道上下行- 学生票,五一去的 上山等缆车等了两个小时 下山等缆车等了一个小时 地方是很美 但是节假日去真的挺遭罪的 还好孩子们大了 不拥抱 ................................................,,
槑槑的wo,280,5,2021.08.12,三清山门票+东部金沙索道（上行+下行）联票(成人票),请至少当天的0点前购买, ,
小魔女2018zjx,280,3,2021.09.06,三清山门票+索道上下行成人票,环境还不错，就是因为疫情很多景观没有开放,,
Me清梦,280,2,2021.04.29,三清山风景区门票+上行下行索道票(金沙与双溪通用)-60-64周岁老人票,风景真的没得说，里面的消费也不算很高，但是景区管理简直太差了，给人感觉真的不像5A景区。首先景区里面的地图都模模糊糊的，路标也不够明确，很多路都是要靠对面来的游客自己交流信息，又长又险很不方便。其次，很多景点都是生编硬套加典故，毫无意义，本来很漂亮的景色，不需要蹭别人热度的好么？最后就是夸张的工作人员，我们去的时候是4月29，赶上了缆车维护演习，通知是说下午三点半开始，当时订票前底下售票点的员工说5点半以后也能坐缆车下来才买的往返票。结果玩到了六点十五左右回来就说缆车厅下班了，说什么让我们住山上......一开始好好说不放人下来，当时明明缆车还在运行，说什么票上有营业时间（电子票根本没有），到底是惹生气了拨打的12345投诉才松的口，让我们跟着工作人员的缆车一起下去的。跟我们类似情况的还有几个带小孩子的家庭，全都被迫住在了山上，已经跟三清山管委会反应了情况，强烈谴责相关不负责员工。,,
aKO417576974,280,5,2021.07.26,三清山风景名胜区门票+上下行索道票-江西居民票,去了很多次了，没去过的值得一去,,
excellentght,280,4,2021.05.03,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),三清山丰富的花岗岩造型石与多种植被、远近变化的景观及震撼人心的气候奇观相结合，创造了世界上独一-无二的景观美学效果，呈现了引人入胜的自然美。心情好，感觉不到累，下了一线天，经过摩崖石刻，一路上松涛合泉声、万木葱笼、百景争艳、石径穿行于林荫中 。南清园景区是三清山自然景观的精华，这次选择的路线自巨蟒出山、东方女神、杜鹃谷、一线天至游仙谷到禹皇顶最后下山返回巨蟒出山，构成-个环线，5-6个小时就可以走完，再加上上下山所花时间，一天时间是足够的,,
_qqwxm1437736152,280,4,2021.07.29,三清山风景区门票+上行下行索道票(金沙与双溪通用)-65周岁(含)以上老人票,三清山真的很美好，好评！好评！门票兑换快捷！,,
W.Emperor,280,4,2021.04.24,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),【环境】此次爬山的气候让我们体验到了从天朗气清到雾气朦胧到云雾缭绕到满山大雾，可以说是很绝了，不过uysy，伴着山风爬山的feel真的很爽！！！【交通】这次出行搭的是上饶和三清山往返的旅游专巴，感兴趣的朋友可以在关注上饶出行微信公众号进行提前预订。在三清山的话，上下山都有索道出行，一日游或爬山不想太累的朋友建议索道出行呀，大大节省时间。【项目】此次来三清山就是冲着三清宮去的，很高兴能喝上道长泡的茶，也在闲聊中愈发对道长们的处世态度感到倾佩和向往！此行圆满！,,
Wkv433990863,280,2,2021.08.31,三清山门票+索道上行（金沙与双溪通用）成人票,设施服务都太一般，【环境】也一般。,,
王宝丽268,280,3,2021.08.26,三清山门票+索道上行（金沙与双溪通用）成人票,爬山太累了，不过人挺多，还挺热闹,,
陈新好男人,280,4,2021.07.17,三清山门票+索道上下行成人票,挺好的坐索道上去，基本上不用爬山,,
Veromeulice,280,2,2021.08.07,三清山风景区成人票-门票+上行索道票,张家界这些都去过，三清山的景色有点单调，初看感觉还不错，看久了就会产生视觉疲劳。,,
STO878249987,280,4,2021.05.03,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),三清但是轻易地，巨制随云入九天。险径逶迤接栈道，大峰壁立借雾翻。　　司春神女应故意，怪蟒出山待客还。　　各处青松皆俯首，笑迎四海旅人世。人生难得，别想太多，淡泊名利，忘记烦恼，旅行爬山虽累人，但真的很治愈！没有过不去的坎，别害怕，做坚强的人！,,
rgF415477832,280,5,2021.06.06,三清山门票+索道上下行成人票, ,,
吃货的世界是你的,280,4,2021.07.18,三清山风景名胜区成人票-门票+上行下行索道票(金沙与双溪通用),风景还是不错的,,
Curtis944,280,3,2021.06.21,三清山风景名胜区成人票门票+上行下行索道票(金沙与双溪通用),景色是真的很美，个人感觉比庐山黄山都好看。但服务是真的不太行,,
